label,proto,n_packets,duration_s,len_mean,len_stdev,len_entropy,n_unique_sizes,dominant_size,dominant_size_fraction,top3_size_fraction,bulk_fraction,ack60_fraction,ack_to_data_ratio,iat_mean,iat_stdev,rate_pps,flow_key
background,udp,65,5839.19,172.5,23.8,0.539,5,176,0.923,0.969,0.0,0.0,0.0,91.2374,19.269,0.01,udp:131.202.243.110:5353<->224.0.0.251:5353
background,udp,63,5839.19,174.7,20.4,0.32,3,176,0.952,1.0,0.0,0.0,0.0,94.1805,13.4531,0.01,udp:131.202.243.98:5353<->224.0.0.251:5353
background,udp,64,5839.11,173.3,22.8,0.431,4,176,0.938,0.984,0.0,0.0,0.0,92.6843,16.5138,0.01,udp:131.202.240.221:5353<->224.0.0.251:5353
background,udp,63,5838.88,174.7,20.4,0.32,3,176,0.952,1.0,0.0,0.0,0.0,94.1755,13.4727,0.01,udp:131.202.243.103:5353<->224.0.0.251:5353
background,udp,63,5838.88,174.7,20.4,0.32,3,176,0.952,1.0,0.0,0.0,0.0,94.1755,13.4519,0.01,udp:131.202.243.102:5353<->224.0.0.251:5353
background,udp,63,5838.93,174.7,20.4,0.32,3,176,0.952,1.0,0.0,0.0,0.0,94.1763,13.4471,0.01,udp:131.202.243.104:5353<->224.0.0.251:5353
background,udp,63,5838.82,174.7,20.4,0.32,3,176,0.952,1.0,0.0,0.0,0.0,94.1745,13.441,0.01,udp:131.202.243.107:5353<->224.0.0.251:5353
background,udp,63,5838.82,174.7,20.4,0.32,3,176,0.952,1.0,0.0,0.0,0.0,94.1745,13.4509,0.01,udp:131.202.243.96:5353<->224.0.0.251:5353
background,udp,62,5839.11,176.1,17.0,0.238,3,176,0.968,1.0,0.0,0.0,0.0,95.7231,8.8659,0.01,udp:131.202.243.105:5353<->224.0.0.251:5353
background,udp,63,5838.79,174.7,20.6,0.32,3,176,0.952,1.0,0.0,0.0,0.0,94.174,12.0309,0.01,udp:131.202.241.238:5353<->224.0.0.251:5353
background,udp,63,5839.09,174.7,20.4,0.32,3,176,0.952,1.0,0.0,0.0,0.0,94.1789,13.4411,0.01,udp:131.202.243.97:5353<->224.0.0.251:5353
background,udp,63,5838.86,174.7,20.4,0.32,3,176,0.952,1.0,0.0,0.0,0.0,94.1752,13.4578,0.01,udp:131.202.243.106:5353<->224.0.0.251:5353
background,tcp,18,122.22,96.7,36.2,2.1,5,135,0.389,0.778,0.0,0.111,0.125,7.1891,19.5185,0.15,tcp:131.202.240.101:43489<->209.148.205.16:443
background,udp,98,5614.22,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.8785,121.4818,0.02,udp:fe80::68e8:c1b0:4cf3:8cf7:546<->ff02::1:2:547
background,udp,112,5628.58,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,50.7079,115.0636,0.02,udp:fe80::51ae:172:fe9b:652c:546<->ff02::1:2:547
background,udp,60,5507.93,95.6,7.3,0.722,2,92,0.8,1.0,0.0,0.0,0.0,93.3548,205.3214,0.01,udp:131.202.243.143:137<->131.202.243.255:137
background,udp,456,5820.56,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,12.7924,35.39,0.08,udp:131.202.240.87:137<->131.202.243.255:137
background,udp,18,5491.82,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,323.0483,1231.6277,0.0,udp:131.202.243.159:137<->131.202.243.255:137
background,udp,111,5626.91,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,51.1537,115.4833,0.02,udp:fe80::649d:28f4:e276:7158:546<->ff02::1:2:547
background,udp,98,5613.9,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.8753,121.4756,0.02,udp:fe80::61ea:544e:48d4:364a:546<->ff02::1:2:547
background,udp,440,5792.21,108.6,7.7,2.153,10,104,0.486,0.805,0.0,0.0,0.0,13.1941,30.7352,0.08,udp:fe80::207:e9ff:fe24:5bca:5353<->ff02::fb:5353
background,udp,429,5792.21,89.0,12.2,2.14,10,84,0.499,0.802,0.0,0.0,0.0,13.5332,31.099,0.07,udp:131.202.240.251:5353<->224.0.0.251:5353
background,udp,49,5772.48,163,0.0,-0.0,1,163,1.0,1.0,0.0,0.0,0.0,120.2599,0.0,0.01,udp:fe80::2e44:fdff:fe02:16ef:546<->ff02::1:2:547
background,udp,10,5590.15,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,621.1275,1266.57,0.0,udp:131.202.243.9:53578<->224.0.0.252:5355
background,udp,10,5590.15,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,621.1275,1266.5701,0.0,udp:fe80::21a0:b1ce:a198:1da8:53578<->ff02::1:3:5355
background,udp,99,5614.96,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.2955,120.9841,0.02,udp:fe80::7d79:7bd:676a:c2c:546<->ff02::1:2:547
background,udp,110,5626.75,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,51.6216,115.9206,0.02,udp:fe80::c814:7ddb:70a8:df14:546<->ff02::1:2:547
background,udp,20,5699.98,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,299.9987,0.141,0.0,udp:131.202.240.64:137<->131.202.243.255:137
background,udp,18,3676.77,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,216.2804,593.7912,0.0,udp:131.202.243.175:137<->131.202.243.255:137
background,udp,10,5639.32,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,626.5916,1095.5734,0.0,udp:131.202.243.9:50021<->224.0.0.252:5355
background,udp,10,5639.32,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,626.5916,1095.5736,0.0,udp:fe80::21a0:b1ce:a198:1da8:50021<->ff02::1:3:5355
background,udp,98,5614.96,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.8862,121.4879,0.02,udp:fe80::500c:1b55:a5d6:165a:546<->ff02::1:2:547
background,udp,14,5681.94,84.7,1.8,0.592,2,84,0.857,1.0,0.0,0.0,0.0,437.072,991.6132,0.0,udp:fe80::21a0:b1ce:a198:1da8:54197<->ff02::1:3:5355
background,udp,14,5681.94,64.7,1.8,0.592,2,64,0.857,1.0,0.0,0.0,0.0,437.072,991.6131,0.0,udp:131.202.243.9:54197<->224.0.0.252:5355
background,udp,158,5723.25,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,36.4538,76.3199,0.03,udp:131.202.240.231:137<->131.202.243.255:137
background,udp,99,5641.49,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,57.5662,177.8624,0.02,udp:131.202.242.84:137<->131.202.243.255:137
background,udp,10,4999.97,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,555.5527,1254.3953,0.0,udp:fe80::21a0:b1ce:a198:1da8:54075<->ff02::1:3:5355
background,udp,10,4999.97,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,555.5527,1254.3952,0.0,udp:131.202.243.9:54075<->224.0.0.252:5355
background,udp,17,4271.81,168.8,169.9,1.086,3,82,0.706,1.0,0.0,0.0,0.0,266.9884,443.8952,0.0,udp:131.202.240.150:5353<->224.0.0.251:5353
background,udp,108,5606.38,208,0.0,-0.0,1,208,1.0,1.0,0.0,0.0,0.0,52.3961,71.1808,0.02,udp:fe80::b88a:49f1:14e5:3ae9:62804<->ff02::c:1900
background,udp,35,5635.85,143.1,24.2,0.73,3,139,0.857,1.0,0.0,0.0,0.0,165.7604,61.086,0.01,udp:131.202.240.31:5353<->224.0.0.251:5353
background,udp,10,4142.73,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,460.3037,770.0941,0.0,udp:fe80::21a0:b1ce:a198:1da8:64379<->ff02::1:3:5355
background,udp,10,4142.73,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,460.3037,770.0941,0.0,udp:131.202.243.9:64379<->224.0.0.252:5355
background,udp,129,5675.79,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,44.3421,86.5484,0.02,udp:131.202.243.21:137<->131.202.243.255:137
background,udp,98,5614.33,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.8797,121.4842,0.02,udp:fe80::6d8f:f92d:4d3e:d6eb:546<->ff02::1:2:547
background,udp,14,5346.17,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,411.2437,796.3336,0.0,udp:fe80::21a0:b1ce:a198:1da8:51713<->ff02::1:3:5355
background,udp,14,5346.17,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,411.2438,796.3336,0.0,udp:131.202.243.9:51713<->224.0.0.252:5355
background,udp,21,917.18,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,45.8588,109.3169,0.02,udp:fe80::ddb6:f8ba:4eb2:37eb:546<->ff02::1:2:547
background,udp,33,5558.47,156,34.0,0.715,4,145,0.879,0.97,0.0,0.0,0.0,173.7022,48.2025,0.01,udp:131.202.240.29:5353<->224.0.0.251:5353
background,udp,33,5558.47,168.9,36.9,0.715,4,157,0.879,0.97,0.0,0.0,0.0,173.7022,48.2005,0.01,udp:131.202.242.163:5353<->224.0.0.251:5353
background,udp,98,5615.46,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.8913,121.4984,0.02,udp:fe80::7d39:f86f:fc49:f07c:546<->ff02::1:2:547
background,udp,36,5421.91,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,154.9118,253.4492,0.01,udp:131.202.242.152:137<->131.202.243.255:137
background,udp,18,1887.76,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,111.0447,234.129,0.01,udp:131.202.243.150:137<->131.202.243.255:137
background,udp,10,4995.28,65,2.1,0.722,2,64,0.8,1.0,0.0,0.0,0.0,555.0314,807.2018,0.0,udp:131.202.243.9:49769<->224.0.0.252:5355
background,udp,10,4995.28,85,2.1,0.722,2,84,0.8,1.0,0.0,0.0,0.0,555.0314,807.2018,0.0,udp:fe80::21a0:b1ce:a198:1da8:49769<->ff02::1:3:5355
background,udp,19,5399.99,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,299.9995,0.1118,0.0,udp:131.202.240.150:137<->131.202.243.255:137
background,udp,10,4371.98,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,485.775,1059.5687,0.0,udp:fe80::21a0:b1ce:a198:1da8:55877<->ff02::1:3:5355
background,udp,10,4371.98,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,485.775,1059.5687,0.0,udp:131.202.243.9:55877<->224.0.0.252:5355
background,udp,109,5625.06,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,52.0839,116.3544,0.02,udp:fe80::e47f:1852:7f90:e5c:546<->ff02::1:2:547
background,udp,98,5614.19,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.8782,121.4812,0.02,udp:fe80::1855:a103:c4c:6f78:546<->ff02::1:2:547
background,udp,19,5400.73,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,300.0406,617.8916,0.0,udp:131.202.243.107:137<->131.202.243.255:137
background,udp,19,5402.98,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,300.1657,618.2693,0.0,udp:131.202.240.221:137<->131.202.243.255:137
background,udp,20,5401.28,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,284.278,604.5568,0.0,udp:131.202.243.255:137<->131.202.243.98:137
background,udp,112,5628.54,149,0.0,-0.0,1,149,1.0,1.0,0.0,0.0,0.0,50.7075,115.0602,0.02,udp:fe80::e8a2:2958:74cf:dd60:546<->ff02::1:2:547
background,udp,111,5596.01,149,0.0,-0.0,1,149,1.0,1.0,0.0,0.0,0.0,50.8728,115.5703,0.02,udp:fe80::950a:95f9:f115:f84a:546<->ff02::1:2:547
background,udp,10,4831.23,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,536.8032,1079.9465,0.0,udp:fe80::21a0:b1ce:a198:1da8:60337<->ff02::1:3:5355
background,udp,10,4831.23,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,536.8032,1079.9465,0.0,udp:131.202.243.9:60337<->224.0.0.252:5355
background,udp,36,5423.33,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,154.9523,248.5485,0.01,udp:131.202.243.255:137<->131.202.243.27:137
background,udp,12,5421.53,342,0.0,-0.0,1,342,1.0,1.0,0.0,0.0,0.0,492.8665,168.5315,0.0,udp:131.202.243.27:68<->255.255.255.255:67
background,udp,12,4765.2,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,433.2002,798.4424,0.0,udp:fe80::2c5a:e25e:653f:8c01:51143<->ff02::1:3:5355
background,udp,12,4765.2,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,433.2002,798.4424,0.0,udp:131.202.242.93:51143<->224.0.0.252:5355
background,udp,19,5402.98,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,300.1658,618.9968,0.0,udp:131.202.243.109:137<->131.202.243.255:137
background,udp,39,5022.99,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,132.184,255.7582,0.01,udp:131.202.243.157:137<->131.202.243.255:137
background,udp,97,5582.33,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,58.1493,122.0927,0.02,udp:fe80::cb3:49ef:fcee:80d8:546<->ff02::1:2:547
background,udp,12,5042.76,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,458.4331,645.2643,0.0,udp:fe80::21a0:b1ce:a198:1da8:65055<->ff02::1:3:5355
background,udp,12,5042.76,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,458.4331,645.2642,0.0,udp:131.202.243.9:65055<->224.0.0.252:5355
background,udp,10,5009.76,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,556.6397,917.5512,0.0,udp:131.202.243.9:60998<->224.0.0.252:5355
background,udp,10,5009.76,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,556.6396,917.5512,0.0,udp:fe80::21a0:b1ce:a198:1da8:60998<->ff02::1:3:5355
background,udp,10,3450.39,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,383.3766,657.4357,0.0,udp:fe80::21a0:b1ce:a198:1da8:63409<->ff02::1:3:5355
background,udp,10,3450.39,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,383.3766,657.4357,0.0,udp:131.202.243.9:63409<->224.0.0.252:5355
background,udp,19,5403.26,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,300.1813,619.3863,0.0,udp:131.202.243.255:137<->131.202.243.97:137
background,udp,96,5566.19,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,58.5914,122.6546,0.02,udp:fe80::4568:214a:5820:920e:546<->ff02::1:2:547
background,udp,10,3865.93,85,2.1,0.722,2,84,0.8,1.0,0.0,0.0,0.0,429.5478,615.2964,0.0,udp:fe80::21a0:b1ce:a198:1da8:61410<->ff02::1:3:5355
background,udp,10,3865.93,65,2.1,0.722,2,64,0.8,1.0,0.0,0.0,0.0,429.5478,615.2963,0.0,udp:131.202.243.9:61410<->224.0.0.252:5355
background,udp,10,2302.57,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,255.8414,482.2954,0.0,udp:fe80::21a0:b1ce:a198:1da8:60523<->ff02::1:3:5355
background,udp,10,2302.57,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,255.8414,482.2953,0.0,udp:131.202.243.9:60523<->224.0.0.252:5355
background,udp,19,5401.65,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,300.0915,619.9392,0.0,udp:131.202.243.103:137<->131.202.243.255:137
background,udp,51,3884.39,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,77.6878,334.8039,0.01,udp:131.202.243.255:137<->131.202.243.26:137
background,udp,93,5551.83,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,60.346,124.2591,0.02,udp:fe80::dc7d:19e8:506e:937b:546<->ff02::1:2:547
background,udp,91,5187.47,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.6385,121.2686,0.02,udp:fe80::cc63:b004:d56c:a528:546<->ff02::1:2:547
background,udp,15,419.73,95.6,7.5,0.722,2,92,0.8,1.0,0.0,0.0,0.0,29.981,58.9404,0.04,udp:131.202.240.88:41301<->255.255.255.255:137
background,udp,91,5188.72,164,0.0,-0.0,1,164,1.0,1.0,0.0,0.0,0.0,57.6524,121.2946,0.02,udp:fe80::3531:1890:febe:9656:546<->ff02::1:2:547
background,udp,19,5402.86,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,300.159,621.2717,0.0,udp:131.202.243.104:137<->131.202.243.255:137
background,udp,91,5187.35,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,57.6372,121.2737,0.02,udp:fe80::cd5c:92a6:e962:df13:546<->ff02::1:2:547
background,udp,10,5255.89,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,583.988,747.8917,0.0,udp:fe80::21a0:b1ce:a198:1da8:60185<->ff02::1:3:5355
background,udp,10,5255.89,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,583.988,747.8917,0.0,udp:131.202.243.9:60185<->224.0.0.252:5355
background,udp,10,3578.93,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,397.6585,979.5954,0.0,udp:fe80::21a0:b1ce:a198:1da8:50031<->ff02::1:3:5355
background,udp,10,3578.93,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,397.6585,979.5954,0.0,udp:131.202.243.9:50031<->224.0.0.252:5355
background,udp,37,4819.47,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,133.8741,242.3834,0.01,udp:131.202.240.93:137<->131.202.243.255:137
background,udp,10,4679.42,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,519.9353,761.2858,0.0,udp:131.202.243.9:62754<->224.0.0.252:5355
background,udp,10,4679.42,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,519.9352,761.2859,0.0,udp:fe80::21a0:b1ce:a198:1da8:62754<->ff02::1:3:5355
background,udp,21,2878.54,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,143.9271,294.7749,0.01,udp:131.202.243.126:137<->131.202.243.255:137
background,udp,30,4590.99,238.3,124.1,1.673,4,352,0.533,0.933,0.0,0.0,0.0,158.3101,668.3125,0.01,udp:131.202.240.183:5353<->224.0.0.251:5353
background,udp,12,281.74,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,25.6131,60.2281,0.04,udp:131.202.242.31:55452<->255.255.255.255:137
background,udp,10,3727.32,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,414.1466,798.9349,0.0,udp:131.202.243.9:56632<->224.0.0.252:5355
background,udp,10,3727.32,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,414.1465,798.935,0.0,udp:fe80::21a0:b1ce:a198:1da8:56632<->ff02::1:3:5355
background,udp,10,3943.45,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,438.1614,625.5194,0.0,udp:fe80::21a0:b1ce:a198:1da8:63698<->ff02::1:3:5355
background,udp,10,3943.45,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,438.1614,625.5193,0.0,udp:131.202.243.9:63698<->224.0.0.252:5355
background,udp,81,4846.95,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,60.5869,199.4504,0.02,udp:131.202.240.181:137<->131.202.243.255:137
background,udp,10,4175.92,85,2.1,0.722,2,84,0.8,1.0,0.0,0.0,0.0,463.9914,805.3644,0.0,udp:fe80::21a0:b1ce:a198:1da8:51688<->ff02::1:3:5355
background,udp,10,4175.92,65,2.1,0.722,2,64,0.8,1.0,0.0,0.0,0.0,463.9914,805.3644,0.0,udp:131.202.243.9:51688<->224.0.0.252:5355
background,tcp,34,59.05,335.6,571.9,3.778,19,66,0.265,0.441,0.118,0.059,0.062,1.7895,10.2477,0.58,tcp:131.202.240.101:60780<->74.125.226.78:443
background,tcp,50,58.95,291.0,468.7,3.792,24,66,0.3,0.5,0.12,0.04,0.042,1.203,8.3849,0.85,tcp:131.202.240.101:56340<->173.194.123.6:443
background,udp,10,4515.94,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,501.7706,1062.4389,0.0,udp:131.202.243.9:62099<->224.0.0.252:5355
background,udp,10,4515.94,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,501.7706,1062.4389,0.0,udp:fe80::21a0:b1ce:a198:1da8:62099<->ff02::1:3:5355
background,udp,123,4806.19,93.8,5.4,0.461,2,92,0.902,1.0,0.0,0.0,0.0,39.395,299.2002,0.03,udp:131.202.240.235:137<->131.202.243.255:137
background,udp,10,4906.61,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,545.1792,1063.3347,0.0,udp:fe80::21a0:b1ce:a198:1da8:64166<->ff02::1:3:5355
background,udp,10,4906.61,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,545.1792,1063.3347,0.0,udp:131.202.243.9:64166<->224.0.0.252:5355
background,udp,10,2305.34,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,256.1491,469.6012,0.0,udp:fe80::649d:28f4:e276:7158:57741<->ff02::1:3:5355
background,udp,10,2305.34,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,256.1491,469.6012,0.0,udp:131.202.240.90:57741<->224.0.0.252:5355
background,udp,17,136.15,227.3,8.1,1.925,5,233,0.471,0.882,0.0,0.0,0.0,8.5096,23.4988,0.12,udp:131.202.240.88:59790<->255.255.255.255:138
background,udp,78,5030.91,87.4,0.5,0.983,2,87,0.577,1.0,0.0,0.0,0.0,65.3365,301.425,0.02,udp:131.202.240.225:5353<->224.0.0.251:5353
background,udp,155,5044.57,107.2,0.4,0.804,2,107,0.755,1.0,0.0,0.0,0.0,32.757,197.478,0.03,udp:fe80::b6b5:2fff:feca:45f1:5353<->ff02::fb:5353
background,udp,150,5044.57,87.2,0.4,0.784,2,87,0.767,1.0,0.0,0.0,0.0,33.8562,200.694,0.03,udp:131.202.240.64:5353<->224.0.0.251:5353
background,udp,25,4934.95,87.2,0.4,0.795,2,87,0.76,1.0,0.0,0.0,0.0,205.623,715.08,0.01,udp:131.202.240.75:5353<->224.0.0.251:5353
background,udp,56,4908.89,107.1,0.9,0.904,3,107,0.75,1.0,0.0,0.0,0.0,89.2525,329.9751,0.01,udp:fe80::baca:3aff:fea4:8780:5353<->ff02::fb:5353
background,udp,55,4908.89,87.1,0.9,0.881,3,87,0.764,1.0,0.0,0.0,0.0,90.9053,332.8464,0.01,udp:131.202.240.206:5353<->224.0.0.251:5353
background,udp,10,4465.11,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,496.1233,714.7714,0.0,udp:131.202.243.9:63261<->224.0.0.252:5355
background,udp,10,4465.11,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,496.1233,714.7714,0.0,udp:fe80::21a0:b1ce:a198:1da8:63261<->ff02::1:3:5355
background,udp,10,4776.23,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,530.6917,819.1203,0.0,udp:fe80::21a0:b1ce:a198:1da8:61771<->ff02::1:3:5355
background,udp,10,4776.23,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,530.6917,819.1202,0.0,udp:131.202.243.9:61771<->224.0.0.252:5355
background,udp,10,3870.68,106.8,13.4,2.171,5,105,0.3,0.8,0.0,0.0,0.0,430.0754,759.7887,0.0,udp:fe80::21b:63ff:feb2:5c02:5353<->ff02::fb:5353
background,udp,10,3667.0,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,407.4444,547.0025,0.0,udp:fe80::21a0:b1ce:a198:1da8:62971<->ff02::1:3:5355
background,udp,10,3667.0,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,407.4444,547.0024,0.0,udp:131.202.243.9:62971<->224.0.0.252:5355
background,udp,10,3579.8,84,0.0,-0.0,1,84,1.0,1.0,0.0,0.0,0.0,397.7558,991.4613,0.0,udp:fe80::21a0:b1ce:a198:1da8:53728<->ff02::1:3:5355
background,udp,10,3579.8,64,0.0,-0.0,1,64,1.0,1.0,0.0,0.0,0.0,397.7558,991.4613,0.0,udp:131.202.243.9:53728<->224.0.0.252:5355
background,udp,14,4450.57,143.7,45.9,1.296,3,186,0.5,1.0,0.0,0.0,0.0,342.3516,450.6331,0.0,udp:131.202.240.101:55618<->173.252.79.83:50001
background,udp,14,4450.57,143.7,45.9,1.296,3,186,0.5,1.0,0.0,0.0,0.0,342.3517,450.6332,0.0,udp:131.202.240.101:51187<->173.252.79.83:50001
background,tcp,21,4450.58,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5292,395.3714,0.0,tcp:131.202.240.101:38709<->173.252.79.83:3478
background,tcp,21,4450.58,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5292,395.3714,0.0,tcp:131.202.240.101:36787<->173.252.79.83:3478
background,tcp,21,4450.58,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5292,395.3714,0.0,tcp:131.202.240.101:49247<->173.252.79.83:443
background,tcp,21,4450.57,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5287,395.3718,0.0,tcp:131.202.240.101:34376<->173.252.79.83:443
background,udp,14,4450.58,143.7,45.9,1.296,3,186,0.5,1.0,0.0,0.0,0.0,342.3525,450.6326,0.0,udp:131.202.240.101:34183<->173.252.79.83:50001
background,udp,14,4450.59,143.7,45.9,1.296,3,186,0.5,1.0,0.0,0.0,0.0,342.353,450.6321,0.0,udp:131.202.240.101:53946<->173.252.79.83:50001
background,tcp,21,4450.6,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5301,395.3708,0.0,tcp:131.202.240.101:37665<->173.252.79.83:3478
background,tcp,21,4450.59,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5293,395.3715,0.0,tcp:131.202.240.101:45144<->173.252.79.83:443
background,tcp,21,4450.58,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5292,395.3712,0.0,tcp:131.202.240.101:48169<->173.252.79.83:3478
background,tcp,21,4450.59,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5293,395.3715,0.0,tcp:131.202.240.101:44813<->173.252.79.83:443
background,udp,16,4450.6,146.5,44.0,1.406,3,186,0.5,1.0,0.0,0.0,0.0,296.707,434.2463,0.0,udp:131.202.240.101:39490<->173.252.79.83:50001
background,udp,14,4450.59,143.7,45.9,1.296,3,186,0.5,1.0,0.0,0.0,0.0,342.3531,450.6321,0.0,udp:131.202.240.101:41438<->173.252.79.83:50001
background,tcp,21,4450.58,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5289,395.3713,0.0,tcp:131.202.240.101:56358<->173.252.79.83:3478
background,tcp,21,4450.57,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.5285,395.3714,0.0,tcp:131.202.240.101:52962<->173.252.79.83:443
background,tcp,21,4450.58,133.8,61.5,1.782,4,210,0.333,0.952,0.0,0.0,0.0,222.529,395.3713,0.0,tcp:131.202.240.101:43107<->173.252.79.83:3478
